Timestamp/Checkpoint_Reached/Button_Void/X_Controller_Input/Y_Controller_Input/X_Head_Position/Y_Head_Position/Z_Head_Position/X_Head_Tilt/Y_Head_Tilt/Z_Head_Tilt
2024.12.16 16:08:33:07128/0/1/0/0/115,135/342,5463/-272,7564/350,9984/127,8214/0,2339537
2024.12.16 16:08:33:09322/0/1/0/0/115,1347/342,5462/-272,7565/350,9927/127,8154/0,2267306
2024.12.16 16:08:33:11616/0/1/0/0/115,1347/342,5462/-272,7563/350,9998/127,8212/0,2440269
2024.12.16 16:08:33:13810/0/1/0/0/115,1349/342,5462/-272,7563/350,9998/127,8261/0,2437249
2024.12.16 16:08:33:16060/0/1/0/0/115,1346/342,5462/-272,7564/351,0082/127,8254/0,2525879
2024.12.16 16:08:33:18255/0/1/0/0/115,1344/342,5463/-272,7565/351,0081/127,822/0,2414581
2024.12.16 16:08:33:20548/0/1/0/0/115,1348/342,5463/-272,7563/351,0021/127,8243/0,2484288
2024.12.16 16:08:33:22743/0/1/0/0/115,1345/342,5462/-272,7565/350,989/127,8103/0,2457665
2024.12.16 16:08:33:24998/0/1/0/0/115,1346/342,5462/-272,7565/350,9895/127,8161/0,2539472
2024.12.16 16:08:33:27292/0/1/0/0/115,1349/342,5463/-272,7565/351,0251/127,8262/0,2365888
2024.12.16 16:08:33:29486/0/1/0/0/115,1344/342,5462/-272,7563/351,0125/127,8094/0,2403357
2024.12.16 16:08:33:31680/0/1/0/0/115,1345/342,5462/-272,7564/350,9993/127,8105/0,2461588
2024.12.16 16:08:33:33974/0/1/0/0/115,1349/342,5463/-272,7564/351,004/127,8088/0,2233074
2024.12.16 16:08:33:36121/0/1/0/0/115,1347/342,5462/-272,7563/351,0046/127,8177/0,2490104
2024.12.16 16:08:33:38414/0/1/0/0/115,1345/342,5462/-272,7565/351,007/127,8113/0,2485977
2024.12.16 16:08:33:40608/0/1/0/0/115,1349/342,5464/-272,7563/351,0074/127,8118/0,2308592
2024.12.16 16:08:33:42803/0/1/0/0/115,1347/342,5463/-272,7563/350,9881/127,8053/0,2373346
2024.12.16 16:08:33:45097/0/1/0/0/115,1348/342,5463/-272,7565/350,9948/127,8117/0,2413422
2024.12.16 16:08:33:47291/0/1/0/0/115,1351/342,5464/-272,7564/351,0002/127,8166/0,241937
2024.12.16 16:08:33:49585/0/1/0/0/115,1348/342,5463/-272,7564/351,0072/127,8225/0,2369328

